Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
01/21/1960,,"Montego Bay, Jamacia",AVIANCA,671,Miami - Montigo Bay,Lockheed 1049E Super Constellation,HK-177,4556,46,37,0,A heavy landing led to structural failure and a fire. The adoption of a final approach path resulting in a heavy landing during which a major structural failure occurred in the port wing. Crew fatigue. Lack of proper training.
01/26/1960,00:15,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,,Darwin - Baucau,de Havilland DH-114 Heron 2D,CR-TAI,14132,9,9,0,Radio contact was lost with the aircraft before it crashed into the ocean. Poor weather.  Unqualified pilot.
02/05/1960,,"Laguna de Huana-Costa , Boliva",Lloyd Aereo Boliviano,,Laguna de Huana-Costa - La Paz,Douglas DC-4,CP-609,10510,59,59,0,Crashed 15 minutes after taking off. Engine fire.
02/26/1960,13:07,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,,Campos - Rio de Janeiro,Douglas DC-3 / USN R-6D-1,PP-AXD/131582,13326 / 43685-307,61,61,0,"Midair collision between a DC-3 and a US Navy R-6D. Improper piloting procedures when flying on authorized instrument flight (US Navy pilot). The pilot of the USN plane disobeyed instructions transmitted by Rio Approach Control. The U.S. Navy disagreed and placed no blame on neither pilot. Twenty six killed on the DC-3, 35 on the R-6D-1. Members of the United States Navy Band among those killed."
02/26/1960,,"Shannon, Ireland",Alitalia,,Shannon - New York City,Douglas DC-7C,I-DUVO,45231/945,52,34,0,Lost altitude shortly after taking off and crashed. Cause unknown.
02/26/1960,,"Lvov, Ukraine, USSR",Aeroflot,,,Antonov AN-10,CCCP-11180,,32,32,0,Crashed during approach.
03/15/1960,,"El Refugio, Colombia",Agencia Interamericana de Aviada,,Aracacuara - Villavicencio,Consolidated PBY-5A Catalina,HK-1001E,,13,6,0,Crashed en route.
03/16/1960,,"Near Tokyo, Japan",All Nippon Airways,,Tokyo - Nagoya,Douglas DC-3,JA-5018,6006,33,3,0,Mid-air collision with a Japan Air Self Defence Force F-86 fighter which was taking off from Nagoya. Both planes crashed but the F-86 pilot ejected safely.
03/17/1960,15:25,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,710,Chicago - Miami,Lockheed 188C Electra,N121US,1057,63,63,0,An in-flight separation of the wing. A design flaw caused an oscillation known as whirl mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. Reduced stiffness of the structure and the entry of the aircraft into an area of severe clear air turbulence were contributing factors. One of two crashes with the same cause.  See 9/29/59.
03/19/1960,11:10,"Cordoba, Colombia",SAMSA,901,San Andres - Medellin,Curtiss C-46,HK-516,2927/384,46,25,0,"Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower."
04/05/1960,14:39,"Siuna, Nicaragua",Lanica,,Siuna - Bonanza,Curtiss C-46A-40-CU,AN-AIN,26945,18,2,0,Flew into a hill shortly after taking off. Engine failure due to a  fatigue crack at a valve.
04/12/1960,14:20,"Pelotas, Brazil",Cruzeiro,,,Douglas DC-3,PP-CDS,4823,22,10,0,"While taking off, the plane drifted to the right, overcorrected to the left and struck two other aircraft. Pilot error.  Incorrect use of the brakes and controls while on the ground."
04/14/1960,,"Taipei ,Taiwan",Military - Royal Thai Air Force,,,Douglas DC-4,,,18,18,0,Struck a mountain
04/18/1960,,"Stephenville, Newfoundland",Military - U.S. Air Force,,"Dover, Delaware - Mildenhall, England",Douglas C-124C Globemaster,52-1062,43971,9,9,0,Failed to gain altitude on take off and struck a hill.
04/19/1960,20:48,"Bogota, Colombia",Lloyd Aereo Colombiano,503,Miami - Medellin - Bogota,Curtiss C-46,HK-390,32954,51,37,0,Crashed during final approach. The pilot failed to take proper action to counteract the loss of speed and height in the final approach turn. Lack of pilot experience.
04/20/1960,13:06,"Hickory, North Carolina",Piedmont Airlines / Private,,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,N2704R/N1807H,17,44,4,0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild."
04/22/1960,,"Bunia, Belgian Congo",Sobelair SA (Belgium),,Cairo - Bunia,Douglas C-54B,OO-SBL,3099,35,35,0,Crashed into mountain while on approach. Crew error. The decision by the pilot in descending below the minimum ceiling prescribed.
04/28/1960,08:22,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,,Maiquetia - Calabozo,Douglas DC-3,YV-C-AFE,15353/26798,13,13,0,The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man.
05/15/1960,19:57,"Jebel Marra, Sudan",Balair,,Niamey - Khartoum,Douglas DC-4-1009,HB-ILA,43072,12,12,0,"Crashed into 8,000 ft. Mt. Marra. Navigation error by the crew who were using an astrofix to estimate their position."
09/07/1960,,"Near Salto, Uruguay",Aerolineas Argentinas,,Asuncion - Buenos Aires,Douglas DC-6,LV-ADS,43031/127,31,31,0,"Crashed in a storm. Separation of propeller followed by disintegration of the aircraft. Overspeeding of No.3 propeller caused by irregular operation of the propeller governor, detachment of that propeller and impact with that of No.4 engine, followed by disintegration of the aircraft."
05/18/1960,,"El Sosneado, Argentina",Transamerican Air Transport,,Buenos Aires - Santiago,Curtiss C-46,LV-GGJ,22554,10,10,0,Crashed due to structural failure after flying into extremely violent turbulence. Insufficient preparation for the flight by the crew. Inadequate arrangements for the secure carriage of the livestock. The pilots failure to familiarize himself with the prevailing weather conditions. Not found until 11/21/61.
05/23/1960,11:52,"Atlanta, Georgia",Delta Air Lines,,Training,Convair CV-880,N8804E,22-00-16,4,4,0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery."
06/10/1960,,"Off  Mackay, Qld. Australia",Trans Australia Airlines,,Rockhampton - MacKay,Fokker F-27 Friendship 100,VH-TFB,10112,29,29,0,"The flight crashed into the sea, 7.5 miles from the airport after being in a holding pattern waiting for fog to lift.  Cause could not be determined."
06/14/1960,04:47,"Mt. Gilbert, Alaska",PacifiNorthern Airlines,201,Cordova - Anchorage,Lockheed 749A-79-32 Constellation,N1554V,2555,14,14,0,"The aircraft failed to maintain its intended flight path and  crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available  navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft  to proceed off course over dangerous terrain. A contributing factor to the  accident was the failure of air defense radar, which had been tracking the aircraft, to notify either  ARTCC or the crew that the aircraft was proceeding on a dangerous course."
06/24/1960,18:30,"Rio de Janeiro, Brazil",REAL,,Belo Horizonte - Rio de Janeiro,Convair CV-340-62,PP-YRB,191,54,54,0,Crashed into Guanabara Bay during approach. Cause undetermined.
07/06/1960,14:30,"Off Barnegat City, New Jersey",Military - U.S. Navy,,,Goodyear ZPG-3W (airship),144242,,21,18,0,"The airship crashed nose-first into the AtlantiOcean, 10 miles off the coast of New Jersey. The  failure of a seam due to some unknown factor that degraded the adhesive."
07/10/1960,,Persian Gulf,Gulf Aviation (Kalinga Airways),,Doha - Sharjah,Douglas DC-3,VT-DGS,4273,16,16,0,Crashed into the Persian Gulf while en route. Cause undetermined. Wreckage never found.
07/11/1960,11:45,"Near Quito, Ecuador",Military - U.S. Air Force,,Bogota - Quito,Douglas C-47B-DK,45-1109A,34379,18,18,0,Crashed and burned on Mt. Pichincha as it prepared to land at Quito.
07/14/1960,04:30,"Off Manila, Philippines",Northwest Orient Airlines,1-11,Okinawa - Manila,Douglas DC-7C,N292,45462/925,58,1,0,"After a loss of power in the No. 2 engine the crew was unable to feather the prop. An emergency descent was made and the plane ditched into the ocean. Upon contact with the water, the aft end of the fuselage broke free at the rear of the pressure bulkhead, the right wing  tore free and the engines separated. The wing floated for 3hrs, serving as a life raft for  passengers. The remainder of the fuselage, sank some 10 minutes after impact.  Passengers were rescued 6 hours after the accident. Failure of No. 2  engine, resulting in oil contamination, loss of oil supply, subsequent loss of the No. 2 propeller assembly and fire-in-flight, which necessitated a ditching."
07/15/1960,09:40,"Near Jima, Ethiopia",Ethiopian Airlines,372,Bulchi - Jimma,Douglas DC-3,ET-T-18,12926,11,1,0,"Crashed onto a mountainside at 9,000 ft. The pilot misjudged the weather conditions and continued to fly into deteriorating weather conditions while trying to maintain VFR. The pilot attempted to climb at a speed below the minimum safe climbing speed of the aircraft."
07/19/1960,13:45,"Near Goma, Zaire",Military - Royal Belgian Air Force,,,Fairchild C-119G,CP-36,,41,37,0,Crashed into mountainous terrain north of Lake Kivu after experiencing engine failure.
07/27/1960,22:38,"Forest Park, Illinois",Chicago Helicopter Airways,698,,Sikorsky S-58C helicopter,N879,58420,13,13,0,"The helicopter crashed into Forest Home Cemetery. The structural disintegration in flight, initiated by a fatigue fracture of a main rotor blade."
07/31/1960,10:56,"Near Rimini, Italy",Deutsche Flugdienst,,Frankfort - Rimini,Convair CV-240-4,D-BELU,78,34,1,0,"While descending through 5,000ft, the crew lost the No.1 engine. At 1,500 ft. the other engine was also lost. The aircraft crashed 3,300 ft. short of the runway. Failure of both engines on the aircraft."
08/01/1960,,"Near Tipuani, Bolivia",TAM (Bolivia),,La Paz - Tipuani,Douglas C-47,TAM-09,9030,6,6,0,The DC-3 crashed into Hayti Mountain while en route.
08/17/1960,,"Kiev, Ukraine, USSR",Aeroflot,,Cairo - Moscow,Ilyushin IL-18,CCCP 75705,189001702,35,35,0,Crashed after an in-flight fire aboard the aircraft.
08/17/1960,23:45,"Near El Kelaa, Morocco",Military - French Naval Aviation,,,Avro Lancaster 1,WU-26,,20,20,0,Cashed while en route to Casablanca after experiencing an engine fire.
08/24/1960,,"Off Heraklion, Greece",Don Everall Aviation,,"Heraklion, Greece - Cairo, Egypt",Vickers 634 Viking 1B,G-AMNK,210,3,3,0,"The cargo plane took off, lost an engine, banked to the left and crashed into the ocean. The cause of the engine failure was not established but the most likely reason appears to be a defective fuel or ignition system. The reason why it was not possible for the aircraft to maintain safe flight after the failure of the engine remains unknown."
08/29/1960,06:50,"Off Dakar, Senegal",Air France,343,Paris - Dakar,Lockheed 1049G Super Constellation,F-BHBC,4622,63,63,0,"The aircraft crashed into the AtlantiOcean after an unsuccessful landing attempt. Cause undetermined. Possible structural failure or loss of control due to turbulence, sensory illusion or distraction of the flight crew which could have been associated with a lightning strike."
09/19/1960,06:02,"Agana, Guam, Mariana Islands",World Airways,830/18,Guam - Wake Island,Douglas DC-6AB,N90779,44914/646,94,80,0,"The aircraft was carrying American servicemen and dependants. Less than a minute after taking off, the aircraft crashed on Mt. Barrigada bursting into flames on impact. The casualties were more attributable to the effects of the fire than the crash. Failure of the pilot to comply with published departure procedures by initiating a right turn before attaining an altitude of 1,000 ft."
09/22/1960,,"Off Naha, Okinawa",Military - U.S. Marine Corps,,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,56541,,29,29,0,The plane crashed after transmitting a message that the No. 3 engine was on fire and they were diverting to Okinawa. The fire in the No. 3 engine was extinguished but a residual fire continued in a tire until it ignited the fuel tank resulting in an explosion.
09/26/1960,23:40,"Moscow, Russia",Austrian Airlines,901,Warsaw - Moscow,Vickers Viscount 837,OE-LAF,437,37,31,0,"Crashed on approach to Moscow, 11 nm short of the runway. Malfunctioning or misread altimeter."
09/28/1960,,"Near Juchetipec, Mexico",Mexicana,,Tapachula - Mexico City,Douglas DC-3 (C-53-DO),XA-HUS,7388,18,8,0,Crashed on the slopes of a mountain in dense fog.
09/29/1960,12:15,"Off Elba, Italy",United Arab Airlines,738,Geneva - Rome,Vickers Viscount 739B,SU-AKW,427,21,21,0,Crashed  into the Tyrrhenian Sea off Elba after penetrating severe thunderstorm.
10/04/1960,17:40,"Boston, Massachusett",Eastern Air Lines,375,Boston - Philadelphia,Lockheed 188A Electra,N5533,1062,72,62,0,"A few seconds after becoming airborne, the aircraft struck a flock of starlings. A number of these birds were ingested in engines No. 1, 2, and 4.  Engine No. 1 was shut down and its propeller was feathered. Engines No. 2 and 4 experienced a substantial momentary loss of power. This abrupt and intermittent loss and recovery of power resulted in the aircraft yawing to the left and decelerating to the stall speed. As speed decayed during the continued yaw and skidding left turn, the stall speed was reached; the left wing dropped, the nose pitched up, and the aircraft rolled left into a spin and fell almost vertically into the water. An altitude of less than 150 feet precluded recovery."
